V,MFPT
0.01,0.23568783440353838
0.1,0.23585494701585047
1.0,0.2374824035124454
10.0,0.25024601804563934
100.0,0.28152257727524954
1000.0,0.2914966083580694
10000.0,0.29261358875013843
