W,MFPT
0.01,0.004096364553791898
0.1,0.004118512516098959
1.0,0.004329612282921576
10.0,0.0057094439236014295
100.0,0.007317666226592704
1000.0,0.007345091907083758
10000.0,0.007354219560410968
