W,MFPT
1e-07,0.23540742106512416
1e-06,0.23540742232513182
1e-05,0.23540743492144292
0.0001,0.23540761747229483
0.001,0.2354094240945272
0.01,0.2354275439727493
0.1,0.23560820578552905
1.0,0.2373673689164048
10.0,0.25113989965527866
100.0,0.2848301013899674
1000.0,0.295648977399303
10000.0,0.29686601462513906
