W,MFPT
0.01,0.23639273482348727
0.1,0.23734538698155672
1.0,0.24644286061250353
10.0,0.3078016901513259
100.0,0.40891628083436016
1000.0,0.43287302087624807
10000.0,0.4358162431445004
