V,MFPT
1,0.34957882039133176
5,0.47740297982231594
10,0.7413556517185095
15,1.193809148823808
20,1.9429590098956848
25,3.1294730801526067
30,4.924496078082695
35,7.525700384018102
40,11.152033642884398
45,16.03772937234703
50,22.42608763750911
60,40.693603857424726
70,67.86661217109686
80,105.6799656319582
90,155.59829995620558
100,218.7686088849935
