V,MFPT
1,0.2691453464283485
5,0.28714730679553985
10,0.3087379703292476
15,0.3287335254486703
20,0.3469406755223459
25,0.3634414573256859
30,0.37842494610805083
35,0.3920960111572474
40,0.4046398864063714
45,0.41621344706990043
50,0.4269465099961305
55,0.4369459477201391
60,0.44630003314321787
70,0.4633538124955795
80,0.47856613964603867
90,0.49226927183533986
100,0.5047116652244504
