W,MFPT
0.01,0.2363015807676772
0.1,0.2364379851396667
1.0,0.2377672043106166
10.0,0.24823351239891742
100.0,0.2739768659993715
1000.0,0.28204078152217166
10000.0,0.2829326002926288
