W,MFPT(d=0),MFPT(d=0.01),%Diff
0.0001,0.2457599522034652,0.2457600012902432,1.997346498618147e-05
1.0,0.2537255696046107,0.2541908152397065,0.18336568751065202
100.0,0.2705364907116727,0.2761488843581854,2.074542192718171
