W,MFPT(d=0),MFPT(d=0.01),%Diff
0.0001,0.2466735014617478,0.2466735817607899,3.2552763727844403e-05
1.0,0.2526885430186561,0.2534363853645428,0.2959541960046416
100.0,0.2653555510316036,0.2725990486174741,2.7297328274123096
