W,MFPT
0.01,0.2363471477995623
0.1,0.23689079364508833
1.0,0.24202371683181553
10.0,0.2741842897681319
100.0,0.3211584336383344
1000.0,0.33297890844841715
10000.0,0.3344860730334849
