W,MFPT(d=0),MFPT(d=0.01),%Diff
0.0001,0.2409508714452481,0.2409508714452481,0.0
1.0,0.2636647595878113,0.2636647595878113,0.0
100.0,0.3123999227822942,0.3123999227822942,0.0
