W,MFPT(d=0),MFPT(d=0.01),%Diff
0.0001,0.2441688456487089,0.2441688740124321,1.1616438259400349e-05
1.0,0.2559595772994915,0.2562326640918396,0.10669137495432646
100.0,0.2809483011320784,0.2851130522117336,1.4823905547295961
